id,country,htap_region,climatic_zone,lon,lat,alt,relative_alt,type,type_of_area,water_25km,evergreen_needleleaf_forest_25km,evergreen_broadleaf_forest_25km,deciduous_needleleaf_forest_25km,deciduous_broadleaf_forest_25km,mixed_forest_25km,closed_shrublands_25km,open_shrublands_25km,woody_savannas_25km,savannas_25km,grasslands_25km,permanent_wetlands_25km,croplands_25km,urban_and_built-up_25km,cropland-natural_vegetation_mosaic_25km,snow_and_ice_25km,barren_or_sparsely_vegetated_25km,wheat_production,rice_production,nox_emissions,no2_column,population_density,max_population_density_5km,max_population_density_25km,nightlight_1km,nightlight_5km,max_nightlight_25km,o3_average_values,o3_daytime_avg,o3_nighttime_avg,o3_median,o3_perc25,o3_perc75,o3_perc90,o3_perc98,o3_dma8eu,o3_avgdma8epax,o3_drmdmax1h,o3_w90,o3_aot40,o3_nvgt070,o3_nvgt100,dataset
5502,Czech Republic,EUR,cool_moist,18.007828,49.047818,600,204,background,rural,0,0,0,0,14.3,38.1,0,0,0,0,0,0,13.7,3.7,30,0,0,0.279,0,1.44716,2.7,1601,1601,9100,0,6.49,56,37.0103,38.5269,35.5249,36.2657,27.1991,46.2653,55.7653,65.989,64.4649,42.4153,57.3457,133.3969,21918.7302,5,0,train
5503,Czech Republic,EUR,cool_moist,18.089306,49.720936,231,10,background,rural,0,0,0,0,0,17.6,0,0,0,0,0,0,35.3,13.9,31.4,0,0,4.903,0,2.71726,3.75,3297,3297,29735,19,19.15,63,22.9201,30.3444,15.4831,21.366,9.8581,33.2324,44.8989,59.0672,57.4568,35.2878,52.8451,113.1917,12546.1027,2.3333,0,train
5504,Czech Republic,EUR,cool_moist,16.0342,49.73509,735,129,background,rural,0,9.2,0,0,0,23.2,0,0,0,0,0,0,32.5,1.3,32.8,0,0,0.383,0,0.491359,2.39,944,982,8145,15,9.56,54,32.8855,35.0275,30.809,31.1658,22.8993,42.0655,52.232,62.0446,61.1608,38.3692,55.2981,94.5283,16774.3551,1.3333,0,val
5505,Czech Republic,EUR,cool_moist,14.676389,49.411236,400,46,traffic,urban,0,2.5,0,0,0,22.7,0,0,0,0,0,0,26.3,2.3,45.5,0,0,2.548,0,13.9116,2.33,8495,8495,8495,49,29.4,51,21.433,26.8335,16.0202,19.9328,9.6664,31.4658,41.3987,52.7318,50.7319,31.277,46.8886,61.5962,7145.0627,1,0,val
5506,Czech Republic,EUR,cool_dry,13.851251,50.645279,257,46,background,urban,0,2.8,0,0,2.8,28.9,0,0,0,0,1.9,0,23.4,8.8,30.9,0,0,1.116,0,5.60509,4.09,20774,21322,21322,52,35.78,59,24.6016,29.5968,19.6025,23.966,11.7662,35.0658,44.9022,60.5079,58.4777,34.2247,53.8105,162.8116,12372.667,5.6667,0,train
5510,Czech Republic,EUR,cool_moist,18.677799,49.668114,320,14,background,urban,0,6.7,0,0,0,45,0,0,0,0,0,0,2.5,8.3,36.4,0,0,0.349,0,3.2861,3.27,5059,6238,29735,47,30.78,59,24.3161,29.9909,18.6618,22.966,12.1662,33.899,45.7922,59.6317,57.6027,35.1204,53.2276,149.4453,12831.2146,3.6667,0,train
5512,Czech Republic,EUR,cool_moist,13.327622,50.376587,322,58,background,rural,0,2.1,0,0,2,32.5,0,0,0,0,2.1,0,34.7,4.9,21.3,0,0,4.463,0,0.748362,3.86,743,3203,18516,22,16.61,57,25.6542,31.1092,20.1996,25.1327,14.9996,34.7324,44.4454,58.5937,57.1777,35.4555,52.5127,118.6299,12105.0808,3.6667,0,train
5514,Czech Republic,EUR,cool_moist,14.041195,50.683525,367,156,background,suburban,0,3.6,0,0,3.1,30.7,0,0,0,0,0,0,17.9,7.5,36.1,0,0,1.348,0,6.22793,3.94,11991,11991,21322,55,41.12,59,27.1844,30.4012,24.0084,26.966,17.033,36.4325,45.3656,59.3878,57.0818,34.6887,52.0094,125.3701,11169.54,3,0,train
5516,Czech Republic,EUR,cool_moist,14.043064,50.661095,147,70,background,urban,0,1.5,0,0,3.2,26,0,0,0,0,0,0,27.7,7.6,33,0,0,1.348,0,6.22793,3.94,11215,13664,21322,56,40.76,59,19.3202,24.8385,13.7976,16.6328,5.5666,29.8659,40.2654,56.4351,54.2902,30.2604,50.7027,118.5792,8657.3959,2.6667,0,train
5520,Czech Republic,EUR,cool_moist,17.667175,49.232903,258,34,background,suburban,0,0,0,0,1.4,33.9,0,0,0,0,0,0,36.5,5.9,22,0,0,2.019,0,8.78853,2.96,9385,9385,13522,58,36.54,58,25.6584,31.4585,19.8635,24.3992,12.7664,36.1322,48.0955,60.6996,58.8818,36.1952,53.1614,86.4478,14793.8736,2.3333,0,train
5538,Germany,EUR,cool_moist,10.572297,49.30489,400,0,traffic,urban,0,1,0,0,0,27.4,0,0,0,0,0,0,26,1.7,43.7,0,0,3.385,0,4.07767,3.44,5631,5631,5631,52,30.13,55,16.6221,22.3517,12.1442,15.1299,5.2442,25.7813,36.363,51.1097,48.9091,26.621,45.6216,59.1364,4839.9262,0,0,train
5648,Germany,EUR,cool_dry,13.424304,52.349703,43,10,background,suburban,0,17.4,0,0,0,21.8,0,0,0,0,0,0,15.8,27.2,16.7,0,0,2.246,0,3.16786,4.6,1043,9587,47369,46,39.37,63,23.7265,-999,-999,-999,-999,-999,-999,-999,-999,-999,53.9659,-999,-999,-999,-999,val
5692,Germany,EUR,cool_moist,10.316582,49.444516,384,31,background,rural,0,0,0,0,0,18.5,0,0,0,0,0,0,47.2,1.4,32.6,0,0,2.919,0,1.31747,3.56,1148,1314,5631,11,9.41,55,27.3882,31.7076,23.0615,27.2738,17.3439,36.3584,46.676,60.5484,58.7279,35.8181,53.6911,130.433,13615.2223,4,0,train
5852,Germany,EUR,cool_moist,11.062283,47.483194,720,39,background,rural,2.9,36,0,0,0,39.3,0,0,0,0,9.8,0,0,1.9,7.2,0,0,0,0,0.786232,1.25,1256,1257,2051,35,21.12,50,17.272,23.3909,11.1432,14.1914,5.0368,27.1503,38.1734,49.9215,48.3845,28.1316,45.137,30.045,4589.9317,0,0,test
5873,Germany,EUR,cool_dry,11.091267,51.456062,142,13,background,rural,0,0,0,0,1.6,26.4,0,0,0,0,0,0,51.6,3.2,16.4,0,0,8.713,0,1.6532,3.21,1126,1129,1748,8,7.64,54,23.0318,29.5956,16.4143,22.3548,10.4153,32.9296,43.418,57.5922,54.2846,34.2127,50.4496,107.293,10448.6662,2.25,0,val
6177,Germany,EUR,warm_dry,8.478017,49.475758,94,6,background,urban,0,1.1,0,0,0,24.3,0,0,0,0,0,0,31.7,33.8,8.4,0,0,3.184,0,8.13596,7.35,28639,28674,28674,62,58.39,63,20.7449,25.9629,15.1083,18.9344,6.3532,30.9296,42.4262,61.7635,58.3945,30.9696,53.652,189.8897,11249.229,6.5,1,val
6277,Germany,EUR,cool_moist,10.59772,48.95218,417,8,background,suburban,0,0,0,0,0,20.7,0,0,0,0,0,0,40,1.1,37.1,0,0,6.74,0,1.59209,3.43,1451,1453,2940,31,13.23,44,18.2327,-999,-999,-999,-999,-999,-999,-999,-999,-999,48.4788,-999,-999,-999,-999,train
6295,Germany,EUR,cool_moist,13.422039,48.573624,300,36,background,urban,0,1.5,0,0,0,31.7,0,0,0,0,0,0,23.9,3.3,39.2,0,0,1.055,0,3.19969,2.95,7430,8630,8630,58,34.61,58,13.6134,20.3478,8.0306,8.9835,1.3753,23.3647,36.5463,51.3097,48.6543,25.6381,37.2183,59.84,5151.9095,0,0,test
6395,Germany,EUR,cool_moist,11.02792,49.32273,344,37,background,urban,0,7.8,0,0,0,40.7,0,0,0,0,0,0,12.7,15.8,22.6,0,0,0.838,0,5.91412,4.57,10640,14944,36792,39,29.2,63,18.7039,-999,-999,-999,-999,-999,-999,-999,-999,-999,52.0793,-999,-999,-999,-999,train
6430,Germany,EUR,warm_dry,8.435041,49.31884,110,11,traffic,urban,0,1.1,0,0,0,24.3,0,0,0,0,0,0,32.7,31.7,9.5,0,0,4.974,0,6.55856,7.03,14936,14936,28674,55,39.92,63,20.0832,25.3265,14.73,18.4163,6.7883,29.6318,40.6413,59.6262,55.5672,30.2989,51.041,151.6206,9981.8126,4.6667,0.3333,val
6440,Germany,EUR,cool_dry,11.850336,52.602062,34,5,background,urban,0,8.1,0,0,0,14.8,0,0,0,0,1.9,0,49.6,2.4,22.7,0,0,7.323,0,1.89692,3.16,1261,1262,1315,47,23.37,52,25.7559,30.57,20.8956,25.1309,15.4237,34.8484,44.6295,59.1935,55.9936,34.674,51.4995,135.0018,11625.3418,5,0,train
6576,Denmark,EUR,cool_moist,9.930847,57.046665,30,2,background,urban,6.3,2.5,0,0,0,6.6,0,0,0,0,3.6,1.1,59.3,2.3,17.5,0,0,0.61,0,8.50369,2.07,3485,3489,3493,62,56.37,63,28.3674,30.3473,25.9871,29.4283,21.1578,36.0315,41.7449,49.1318,47.0707,34.3965,46.001,38.5717,4611.4796,0.4,0,train
6579,Denmark,EUR,cool_moist,12.571114,55.669167,5,3,traffic,urban,56.4,2.4,0,0,0,7,0,0,0,0,2.7,0,6.5,15.7,7.8,0,0,1.06,0,18.4958,2.95,62590,75062,102853,63,61.98,63,17.3182,17.7553,16.8258,16.6704,9.3113,24.5086,30.8658,38.6703,36.7289,22.53,35.6973,11.4504,439.9548,0,0,val
6580,Denmark,EUR,cool_moist,12.553336,55.698334,5,13,traffic,urban,56.4,2.4,0,0,0,7,0,0,0,0,2.7,0,6.5,15.7,7.8,0,0,0,0,18.4958,2.95,75062,102853,102853,63,62.86,63,16.6364,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,val
6581,Denmark,EUR,cool_moist,12.5614,55.700279,25,13,background,urban,56.4,2.4,0,0,0,7,0,0,0,0,2.7,0,6.5,15.7,7.8,0,0,0,0,90.8873,2.97,75062,102853,102853,63,62.43,63,28.0897,30.0436,25.8806,28.5896,20.1994,36.0482,42.4364,51.5404,49.1166,34.1498,47.69,57.3742,6091.3393,0.8,0,val
6585,Denmark,EUR,cool_moist,10.73639,54.74639,3,2,background,rural,86.2,0,0,0,0,0,0,0,0,0,1.2,1,7.7,0,1.9,0,0,0,0,0.33664,2.66,105,344,1539,0,0.88,19,28.9329,30.4704,27.0748,29.4287,22.1028,36.0329,41.4708,50.3899,47.8987,34.1582,45.3974,54.8314,4908.0791,0.8,0,train
6592,Denmark,EUR,cool_moist,10.389173,55.396389,25,10,background,urban,6.8,1.6,0,0,0,3.2,0,0,0,0,1.2,0,71.3,2.7,12,0,0,1.491,0,3.20779,2.93,7120,7125,7127,62,57.23,62,27.7185,30.1516,24.8965,28.4629,19.9447,35.595,41.6848,50.7812,48.2365,34.0568,46.0572,52.8437,5713.509,0.8,0,train
6594,Denmark,EUR,cool_moist,12.088669,55.694107,3,0,background,rural,13.8,4.5,0,0,0,8.2,0,0,0,0,2.3,1.1,45.1,7.6,16.7,0,0,7.178,0,5.38959,3.04,5325,7930,65918,18,21.51,63,29.9588,33.8667,27.9533,31.7296,23.4256,39.0889,45.5599,55.955,52.8651,37.5991,48.0373,83.8635,10280.7239,1.25,0,val
6597,Denmark,EUR,cool_moist,8.433333,56.283333,37,32,background,rural,11.5,2.5,0,0,0,11.7,0,0,0,0,2.9,1,56,0,13.2,0,0,2.33,0,0.367878,2.25,399,1334,1429,0,0.67,58,31.047,33.0911,28.6122,31.4977,24.9656,37.1669,42.4302,51.3762,47.706,36.4459,46.0672,51.4917,6294.8697,1,0.25,train
6599,Denmark,EUR,cool_moist,10.197236,56.151112,20,14,background,urban,28,2.1,0,0,0,6.1,0,0,0,0,1.9,0,46.5,3.1,11.1,0,0,1.413,0,12.8686,2.36,7500,7509,7517,62,53.04,63,25.4747,27.7949,22.7176,26.4342,17.5096,33.7891,39.9379,47.359,45.2715,32.0141,44.8413,34.64,3402.4018,0.25,0,val
6600,Estonia,EUR,cool_moist,27.278622,59.409725,60,61,industrial,urban,33.4,0,0,0,0,41.5,0,0,1.3,0,2.5,1.7,4.7,0,13.2,0,0,0,0,3.23358,1.23,8202,8372,8372,58,36.65,61,28.3118,31.4538,25.1496,28.28,20.7814,35.979,42.6355,51.4052,50.085,34.8298,47.1892,46.1125,6354.8876,0,0,train
6601,Estonia,EUR,cool_moist,25.940556,59.508889,32,25,background,rural,19.1,4.8,0,0,0,52.4,0,0,1.2,0,0,1.2,6,0,14.4,0,0,0.027,0,0.095671,1.63,77,156,2228,7,3.59,40,26.8088,30.7079,22.8879,26.7311,18.8967,34.6758,41.4926,51.0774,48.9887,33.9644,46.7857,48.5293,5994.4038,0.2,0,train
6602,Estonia,EUR,cool_moist,24.760565,59.431114,5,12,traffic,urban,34.2,1.7,0,0,0,30.5,0,0,1.6,0,2.4,0,4.2,4.9,19.4,0,0,0.084,0,13.5974,2.05,17662,24604,25201,63,61.08,63,23.1778,23.5827,22.7491,23.1874,15.5785,30.8162,37.1228,44.6096,43.4838,28.3139,40.9744,17.4287,1483.7067,0,0,val
6604,Estonia,EUR,cool_moist,28.179167,59.37616,25,12,background,urban,18.3,1.9,0,0,0,61.1,0,0,3.4,0,2.6,2.4,0,0,6.9,0,0,0.044,0,0.302188,1.9,5005,7087,7424,62,44.3,62,26.0442,28.8806,23.2071,25.7537,18.2978,33.7911,40.6766,48.9435,47.6291,32.5374,44.922,32.1572,4362.7079,0,0,train
6605,Estonia,EUR,cool_moist,24.698624,59.456944,9,11,industrial,urban,37,1.7,0,0,0,30,0,0,1.6,0,2.4,0,3.3,4.9,18.1,0,0,0,0,22.0411,1.96,21231,25201,25201,63,56.52,63,25.0545,26.5784,23.4777,25.463,17.6136,32.761,38.8902,46.252,44.9926,30.8985,42.6057,21.1096,2342.3669,0,0,val
6606,Estonia,EUR,cool_moist,26.758898,58.702778,50,36,background,rural,7.2,0,0,0,0,48.3,0,0,1.1,0,1,0,7.5,0,33.7,0,0,0.056,0,0.187105,1.25,68,104,4873,0,1.11,41,26.9329,30.3329,23.4844,26.6058,18.8566,34.6758,42.1282,50.1128,48.6867,33.5561,46.4066,32.0993,5430.343,0,0,train
6607,Estonia,EUR,cool_moist,26.734722,58.370556,41,16,background,urban,0,0,0,0,0,40.4,0,0,1.5,0,0,0,12.4,0,43.3,0,0,0.032,0,1.72459,1.31,23693,23693,23693,63,57.37,63,24.4742,27.2378,21.7094,24.3903,16.155,32.7811,40.2596,48.765,47.1742,31.4612,44.9939,32.2221,4335.1671,0,0,train
6610,Estonia,EUR,cool_moist,24.649458,59.414169,6,15,background,urban,26.5,1.8,0,0,0,39.6,0,0,1.8,0,2.8,0,3.5,4.8,18.2,0,0,0,0,22.0411,1.96,25167,25201,25201,62,59.98,63,27.9984,29.9905,25.9452,28.1797,19.6812,36.8812,43.1748,50.5825,49.1178,34.053,46.8835,34.8208,6960.6399,0,0,val
6612,Spain,EUR,warm_moist,-8.92361,42.72056,685,563,background,rural,31.1,5.8,4.2,0,0,29,0,0,7.9,0,0,1.5,1.9,0,17.4,0,0,0.108,0,0.711764,1.87,1537,2910,9996,6,10.21,61,37.6539,37.9726,37.3199,37.1459,31.3375,43.05,50.1796,62.3035,59.3913,41.2661,52.6554,159.153,13620.0083,3.8,0.2,test
6613,Spain,EUR,warm_dry,4.31639,39.87528,78,0,background,rural,80.3,0,0,0,0,1.1,0,0,11.7,0,0,0,3.4,0,0,0,0,0.558,0,2.36874,1.15,2440,4820,4820,13,16.75,63,40.655,42.7353,38.5782,40.878,34.6423,46.9471,52.3634,60.752,58.1896,45.5225,55.9025,99.3738,23096.984,3,0,test
6614,Spain,EUR,warm_dry,-3.53417,37.23694,1230,363,background,rural,0,5.2,0,0,0,0,5.8,18.3,16.6,0,3.4,0,42.9,4.4,0,0,2.3,0.388,0.186,11.074,2.19,6773,34238,44724,20,24.51,63,41.6484,42.9188,40.3209,40.9994,35.1244,48.184,54.9046,62.6488,60.9852,46.4478,60.8102,100.2419,26722.3933,3,0,train
6616,Spain,EUR,cool_dry,-3.1425,41.27417,1360,24,background,rural,0,7.9,0,0,0,0,0,9.2,32.2,1.5,21.3,0,25.3,0,0,0,0,0.284,0,0.072924,1.38,25,47,190,0,0.7,10,37.83,42.2991,33.379,37.9689,31.0573,44.5683,51.6093,61.5557,60.0918,45.4606,57.8889,117.1466,22795.5772,3.8,0,val
6620,Spain,EUR,warm_dry,-5.8975,41.23889,985,85,background,rural,0,0,0,0,0,0,0,9.8,1.1,8.6,28.9,0,50.8,0,0,0,0,0.375,0,0.140498,1.31,120,131,302,0,1.54,32,38.031,41.1015,34.9984,37.2967,30.8764,44.6903,52.0007,62.1353,60.2794,44.25,55.6693,105.1722,20765.7558,2.6,0,train
6623,Spain,EUR,warm_moist,-7.70472,42.63472,506,93,background,rural,0,1.4,0,0,0,24.6,0,0,10,0,0,0,8.3,0,54.5,0,0,0.258,0,0.746903,1.79,350,570,1315,10,7.68,47,27.3998,31.1438,23.7535,26.9562,20.2862,33.9056,40.1995,51.1697,49.3431,34.1548,45.126,55.0965,5539.9711,0,0,test
6624,Spain,EUR,warm_dry,-6.55528,37.05194,5,13,background,rural,42.2,0,0,0,0,0,0,12.4,12.4,5.5,5.3,0,19.5,0,0,0,1.5,0.124,0,0.616923,1.66,342,342,1412,6,10.71,59,32.8451,40.7445,24.9944,33.1752,21.6292,43.6098,51.9326,62.0264,59.9712,44.5533,56.9986,144.5499,24349.9272,4.5,0,val
6631,Spain,EUR,warm_moist,-7.988889,43.405556,480,99,industrial,rural,2.7,4,7.1,0,0,46.7,0,0,4.8,0,0,0,1.5,0,31.7,0,0,0,0,0.344141,2.66,666,666,12218,0,3.29,63,33.3401,35.0039,31.7007,33.1821,27.6685,38.395,44.6104,56.5399,53.0813,38.2175,47.0016,78.6387,8264.1797,1.8,0,test
6640,Spain,EUR,warm_dry,-3.682222,40.421667,672,88,traffic,urban,0,0,0,0,0,0,0,39.1,6.9,2,8.6,0,24,19,0,0,0,0.048,0,73.1912,7.13,79677,79726,93151,63,63,63,19.3205,23.2504,15.4022,17.6437,8.1201,27.7687,37.7919,51.8799,49.1594,28.7499,50.3601,75.2541,5685.4895,0.8,0.2,val
6646,Spain,EUR,warm_dry,-3.639167,40.44,698,76,background,urban,0,0,0,0,0,0,0,38.9,6,1.5,6.8,0,27,19.2,0,0,0,0.219,0,73.1912,7.13,79627,79918,93151,63,63,63,22.6061,27.181,18.0318,21.6726,10.1045,32.2688,42.6755,57.7697,55.1075,32.7173,56.5148,114.482,10950.9713,3.2,0,val
6647,Spain,EUR,warm_dry,-3.705,40.346944,593,30,background,urban,0,0,0,0,0,0,0,40.9,4.7,1.3,4.8,0,29.6,18.3,0,0,0,0.722,0,31.3136,6.59,79726,79726,93151,63,62.97,63,19.1541,25.7668,14.131,19.2977,6.0149,30.325,39.7232,52.8808,48.1837,31.2283,47.7193,59.5012,7096.7815,0.5,0.25,val
6648,Spain,EUR,warm_dry,-3.731944,40.394722,625,37,background,urban,0,0,0,0,0,0,0,42.6,6.2,2,6.5,0,23.3,18.9,0,0,0,0.048,0,31.3136,6.59,79677,79677,93151,63,63,63,23.3309,29.4475,17.218,23.0144,7.9196,34.8973,45.8105,59.1489,56.5273,35.423,57.1244,105.2107,13635.3828,2.4,0.2,val
6653,Spain,EUR,warm_moist,-7.847222,43.45,363,111,industrial,suburban,0,2.2,4.4,0,0,51.7,0,0,3.2,0,0,0,0,0,37,0,0,0.092,0,0.744642,2.49,697,697,6241,46,18.59,51,30.2745,34.4747,26.0362,31.5781,21.4531,38.8962,45.8133,56.7403,53.0187,38.4821,50.0186,88.6766,10299.9063,1.8,0,test
6654,Spain,EUR,warm_dry,3.014722,39.75,7,29,background,rural,16.3,0,0,0,0,0,0,0,22.9,1.5,4.7,0,47.6,1.5,2.2,0,0,1.379,0,1.18961,1.66,1841,5823,15246,22,23.01,62,31.9104,40.12,23.759,33.2823,20.2501,42.8761,50.124,58.627,56.6902,43.8153,55.3099,71.3736,20516.812,1,0,test
6656,Spain,EUR,warm_dry,-0.290833,40.946667,570,110,industrial,rural,0,1.6,0,0,0,0,0,42.8,15.8,0,1.9,0,37,0,0,0,0,2.423,0.074,0.549077,2.32,267,440,787,0,6.83,61,36.9839,40.3094,33.6367,36.6106,30.2248,43.6981,50.4849,59.2767,57.3331,43.4655,54.9845,74.7604,19476.0322,0.8,0,test
6657,Spain,EUR,warm_dry,-0.178056,41.053056,395,30,industrial,rural,0,0,0,0,0,0,0,38.6,8.9,0,0,0,50.7,0,0,0,0,2.59,0.086,1.42199,2.11,405,405,787,27,20.63,61,32.367,38.4957,26.2445,33.3826,22.255,41.9538,49.5726,60.5042,58.6639,42.8001,55.4689,82.0357,19213.3292,0.5,0,test
6660,Spain,EUR,warm_dry,-0.249444,40.840833,510,60,industrial,rural,0,2.4,0,0,0,0,0,37.6,28.6,0,4.6,0,25.8,0,0,0,0,1.487,0.043,0.255605,2.08,216,324,759,12,5.31,56,37.1639,-999,-999,-999,-999,-999,-999,-999,-999,-999,57.8616,-999,-999,-999,-999,test
6662,Spain,EUR,warm_moist,-7.506111,43.688056,60,72,industrial,suburban,43.9,2.7,0,0,0,43.1,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0.700419,2.55,537,1092,5557,22,17.98,56,30.0686,-999,-999,-999,-999,-999,-999,-999,-999,-999,45.7006,-999,-999,-999,-999,test
6668,Spain,EUR,cool_moist,-6.44,42.877778,750,167,industrial,rural,0,10.2,0,0,0,45.5,0,0,15.7,2.1,4.4,0,3,0,18.1,0,0,0.005,0,0.172789,2.77,107,119,2190,9,4.38,36,23.496,26.5917,20.4099,23.1573,15.0372,30.6759,36.9915,45.0895,42.8811,29.9509,41.2346,25.9049,2728.8587,0,0,test
6674,Spain,EUR,warm_moist,-6.603889,42.781389,700,129,industrial,rural,0,14.3,0,0,0,44,0,0,24,2,1.2,0,3.2,1.2,9.6,0,0,0.036,0,0.508733,3.17,1420,1420,3008,21,12.34,62,24.1945,28.2795,20.1389,22.5558,15.7389,30.9766,38.9965,51.8483,48.921,31.552,45.7335,59.3656,5396.8576,0.4,0,test
6676,Spain,EUR,cool_moist,-4.827222,42.703611,1050,42,industrial,rural,0,8.7,0,0,0,15.1,0,3.7,4.6,0,26.8,0,30.3,0,9.9,0,0,0.229,0,0.347044,1.85,62,107,1476,0,0.96,40,28.1757,35.0196,21.3046,28.1697,17.9143,37.4025,45.2319,55.2467,53.5638,39.5741,49.658,60.6556,11156.6842,0.2,0,test
6678,Spain,EUR,warm_dry,-6.520833,42.625556,720,214,industrial,suburban,0,16,0,0,0,35.4,0,0,30.8,2.9,1.3,0,4.4,1.4,7.4,0,0,0.101,0,2.06594,3.31,653,1483,3014,13,20.95,62,31.4587,32.8292,30.0707,31.8789,24.3602,38.395,45.2119,54.6351,52.6302,37.4948,49.8548,64.6679,8627.2069,0.4,0,test
6682,Spain,EUR,warm_dry,-6.643333,42.611667,560,54,industrial,suburban,0,13,0,0,0,36.3,0,0,33.3,2.6,1.2,0,4.5,1.4,7.4,0,0,0.107,0,84.4753,3.29,1374,2650,3014,25,34.28,62,29.2653,33.6615,24.8489,29.5732,19.1474,38.9965,46.2143,57.9433,56.1263,38.8268,53.8043,106.319,12618.9179,0.6,0,test
6684,Spain,EUR,warm_dry,-5.376969,36.179431,9,0,industrial,suburban,49.8,0,1.2,0,0,7.8,0,0,27.1,0,0,1.1,8.9,1.6,0,0,0,0,0,44.5046,2.73,1870,34378,34378,63,58.47,63,31.3688,34.508,28.0964,31.7786,23.6585,39.6982,46.2143,54.4347,52.1415,39.0973,48.4695,50.5574,11568.0331,0.6,0,train
6686,Spain,EUR,warm_dry,2.188889,41.484444,35,42,industrial,suburban,26,9,0,0,0,5.8,0,0,19.5,0,0,0,6.3,31.7,0,0,0,0.037,0.066,98.5927,5.82,71057,234734,234873,63,62.7,63,18.3363,27.5833,9.1667,13.2829,2.3809,31.954,43.4826,55.9058,53.8206,33.1659,52.1344,92.3253,10073.3051,1.75,0,train
6687,Spain,EUR,warm_moist,-3.113056,43.320833,30,33,industrial,suburban,29.4,1.7,0,0,0,43.1,0,0,2.8,0,0,0,2.7,3.3,15.7,0,0,0.017,0,56.6065,2.77,6104,25608,91187,57,43.59,63,27.8533,31.5433,24.1994,28.3702,20.6511,35.0868,40.6005,49.9235,47.3547,35.3896,45.6626,54.2299,5370.5338,0.6,0,val
6688,Spain,EUR,warm_moist,-3.073889,43.320556,136,99,industrial,suburban,29,2.2,0,0,0,45.3,0,0,2.9,0,0,0,2.5,3.4,13.4,0,0,0.125,0,20.5778,3.07,25608,87565,91187,62,53.53,63,27.6933,31.8917,23.4732,29.5732,18.1699,37.5304,44.3597,52.6302,51.1735,36.5197,48.6352,61.696,10621.0115,0.75,0,val
6691,Spain,EUR,warm_dry,-1.939911,36.940461,47,0,industrial,suburban,55.4,0,0,0,0,0,0,31.4,0,0,1.9,0,8.1,0,0,0,0,0.363,0,2.57328,1.97,454,1207,1314,8,5.55,58,30.4968,35.3348,25.6235,30.0744,21.7204,38.4284,46.1141,54.8023,52.7137,38.8492,50.4265,51.2007,10198.5457,0.3333,0,train
6692,Spain,EUR,warm_dry,-2.038189,36.84745,50,49,industrial,suburban,58.2,0,0,0,0,0,0,30.2,0,0,2.6,0,7.7,0,0,0,0,0,0,0.532617,1.96,508,548,10344,7,4.43,63,38.9381,42.5617,34.007,38.5955,31.2022,45.4875,52.3796,60.5248,58.7077,45.7947,57.5962,80.063,23056.9488,0.75,0,train
6693,Spain,EUR,warm_dry,-2.128189,36.93385,152,29,industrial,suburban,25.6,0,0,0,0,0,1.7,57.3,0,0,3.1,0,9.9,0,0,0,0,1.603,0.37,0.687355,1.98,547,547,10344,43,25.27,63,34.8224,41.8403,27.8255,36.2898,24.0595,45.7131,53.0312,61.051,59.4471,46.2589,57.6649,80.9485,25838.225,1.2,0,train
6699,Spain,EUR,warm_dry,-0.913333,37.603333,60,62,industrial,suburban,59.3,0,0,0,0,0,0,9.7,1,0,3.5,0,22.7,1.3,0,0,0,1.593,0,36.759,2.05,7431,8409,8409,61,54.2,63,33.0524,38.9262,27.1735,33.8838,23.5583,42.4049,49.322,56.3394,54.6226,42.6998,52.9953,54.8423,17678.2181,0,0,val
6703,Spain,EUR,warm_dry,2.010556,41.393333,22,6,industrial,suburban,30.1,6.3,0,0,0,2.6,0,0,21.4,0,1.1,0,8.9,27.8,0,0,0,0.108,0,34.5163,5.03,32859,61872,234873,63,62.24,63,20.5734,29.4259,11.7889,17.5434,4.0099,33.7084,45.8885,57.0161,55.032,35.0939,53.971,83.5236,12675.931,0.5,0,train
6705,Spain,EUR,warm_dry,-5.480831,36.175381,45,35,industrial,suburban,34.4,0,1.2,0,0,11,0,0,34.6,0,1.1,1.1,12.7,1.6,0,0,0,0.21,0.06,9.36637,2.55,971,14823,34378,62,45.91,63,35.7807,-999,-999,-999,-999,-999,-999,-999,-999,-999,53.5357,-999,-999,-999,-999,train
6708,Spain,EUR,warm_dry,-5.638889,42.715556,900,18,industrial,rural,0,3.9,0,0,0,20.2,0,5.1,19,3,15,0,17.2,1.1,14.7,0,0,0.348,0,0.955514,2.38,219,1957,35622,15,12.68,63,29.3218,35.391,23.2167,29.2724,18.8466,38.9965,46.7156,56.9669,54.7354,39.7853,53.3238,86.2859,13802.4257,0.8,0,train
6720,Spain,EUR,warm_moist,-2.884167,43.241111,125,4,industrial,urban,3.8,2.8,0,0,0,67.3,0,0,3.6,0,0,0,3.7,3.4,13.7,0,0,0.213,0,6.59514,3.17,55906,90338,91187,62,57.35,63,20.5326,26.6373,15.0032,20.2167,7.5186,31.0769,38.0942,48.4532,46.4244,31.7072,43.2515,33.2821,4576.7125,0,0,val
