id,name,character(s),role,movie_id,movie_title
11856,Richard Roxburgh,Hugh Stamp,ACTOR,tm27395,Mission: Impossible II
29103,John Polson,Billy Baird,ACTOR,tm27395,Mission: Impossible II
4825,Brendan Gleeson,John C. McCloy,ACTOR,tm27395,Mission: Impossible II
4497,Rade Šerbedžija,Dr. Nekhorvich,ACTOR,tm27395,Mission: Impossible II
7882,William Mapother,Wallis,ACTOR,tm27395,Mission: Impossible II
11748,Dominic Purcell,Ulrich,ACTOR,tm27395,Mission: Impossible II
127731,Mathew Wilkinson,Michael,ACTOR,tm27395,Mission: Impossible II
59579,Nicholas Bell,McCloy's Accountant,ACTOR,tm27395,Mission: Impossible II
439569,Cristina Brogeras,Flamenco Dancer #4,ACTOR,tm27395,Mission: Impossible II
77681,Kee Chan,McCloy's Chemist,ACTOR,tm27395,Mission: Impossible II
439570,Kim Fleming,Larrabee,ACTOR,tm27395,Mission: Impossible II
97698,Alan Lovell,Biocyte Security Guard #2,ACTOR,tm27395,Mission: Impossible II
1430715,Dan Luxton,Relief Pilot,ACTOR,tm27395,Mission: Impossible II
31368,Christian Manon,Dr. Gradsky,ACTOR,tm27395,Mission: Impossible II
77772,Karl McMillan,Biocyte Security Guard #1,ACTOR,tm27395,Mission: Impossible II
422390,Lester Morris,Bookie,ACTOR,tm27395,Mission: Impossible II
1430751,Kelly Ons,Flamenco Dancer #1,ACTOR,tm27395,Mission: Impossible II
368843,Nicholas Papademetriou,Prison Guard #2,ACTOR,tm27395,Mission: Impossible II
1430732,Brett Partridge,Biocyte Security Guard #3,ACTOR,tm27395,Mission: Impossible II
1430587,Candice Partridge,Flamenco Dancer #7,ACTOR,tm27395,Mission: Impossible II
1430707,Natalie Reis,Flamenco Dancer #2,ACTOR,tm27395,Mission: Impossible II
171418,Daniel Roberts,Co-Pilot,ACTOR,tm27395,Mission: Impossible II
40647,Sandra Rodríguez,Flamenco Dancer #6,ACTOR,tm27395,Mission: Impossible II
1430724,Nada Rogic,Flamenco Dancer #3,ACTOR,tm27395,Mission: Impossible II
856785,Antonio Vargas,Senor De L'Arena,ACTOR,tm27395,Mission: Impossible II
1576,Anthony Hopkins,Mission Commander Swanbeck (uncredited),ACTOR,tm27395,Mission: Impossible II
5599,Alison Araya,Girl (uncredited),ACTOR,tm27395,Mission: Impossible II
1430294,Rebecca Barratt,Art Teacher (uncredited),ACTOR,tm27395,Mission: Impossible II
1345167,Douglas Bunn,Race Track Crowd (uncredited),ACTOR,tm27395,Mission: Impossible II
1430834,Caine,Race Track Punter (uncredited),ACTOR,tm27395,Mission: Impossible II
1136107,Fred Chen,Club Patron (uncredited),ACTOR,tm27395,Mission: Impossible II
1430842,Mark Connolly,Gate Guard #1 (uncredited),ACTOR,tm27395,Mission: Impossible II
1430844,Ryder Davis,Server (uncredited),ACTOR,tm27395,Mission: Impossible II
1176205,Alan Hennessy,Race-goer (uncredited),ACTOR,tm27395,Mission: Impossible II
8114,Patrick Marber,Train Driver (uncredited),ACTOR,tm27395,Mission: Impossible II
628314,William Morts,Man with Mission Rocket in Helicopter (uncredited),ACTOR,tm27395,Mission: Impossible II
235283,Tory Mussett,Flamenco Guest (uncredited),ACTOR,tm27395,Mission: Impossible II
1430274,Paul Roget,Spanish Party Goer (uncredited),ACTOR,tm27395,Mission: Impossible II
950463,Shant Sarkissian,Party Attendant (uncredited),ACTOR,tm27395,Mission: Impossible II
214661,Darren Dupree Washington,Nightclub Patron (uncredited),ACTOR,tm27395,Mission: Impossible II
8673,John Woo,,DIRECTOR,tm27395,Mission: Impossible II
5614,Jim Carrey,Lloyd Christmas,ACTOR,tm113513,Dumb and Dumber
4218,Jeff Daniels,Harry Dunne,ACTOR,tm113513,Dumb and Dumber
6328,Lauren Holly,Mary Swanson,ACTOR,tm113513,Dumb and Dumber
6335,Teri Garr,Helen Swanson,ACTOR,tm113513,Dumb and Dumber
6331,Charles Rocket,Nicholas Andre,ACTOR,tm113513,Dumb and Dumber
6329,Mike Starr,Joe Mentaliano,ACTOR,tm113513,Dumb and Dumber
6330,Karen Duffy,J.P. Shay,ACTOR,tm113513,Dumb and Dumber
6337,Felton Perry,Detective Dale,ACTOR,tm113513,Dumb and Dumber
6334,Hank Brandt,Karl Swanson,ACTOR,tm113513,Dumb and Dumber
6338,Brad Lockerman,Bobby,ACTOR,tm113513,Dumb and Dumber
6332,Victoria Rowell,Athletic Beauty,ACTOR,tm113513,Dumb and Dumber
6336,Brady Bluhm,Billy,ACTOR,tm113513,Dumb and Dumber
6339,Cam Neely,Sea Bass,ACTOR,tm113513,Dumb and Dumber
6340,Rob Moran,Bartender,ACTOR,tm113513,Dumb and Dumber
6333,Joe Baker,Barnard,ACTOR,tm113513,Dumb and Dumber
718838,Kathryn Frick,Cashier,ACTOR,tm113513,Dumb and Dumber
13452,Zen Gesner,Dale's Man #1,ACTOR,tm113513,Dumb and Dumber
718851,Lawrence Kopp,Dale's man #2,ACTOR,tm113513,Dumb and Dumber
718850,Clint Allen,Coroner,ACTOR,tm113513,Dumb and Dumber
14912,Connie Sawyer,Elderly Lady,ACTOR,tm113513,Dumb and Dumber
12578,Lin Shaye,Mrs. Neugeboren,ACTOR,tm113513,Dumb and Dumber
718772,Mike Watkis,Reporter,ACTOR,tm113513,Dumb and Dumber
12047,Harland Williams,State Trooper,ACTOR,tm113513,Dumb and Dumber
718771,Diane Kinerk,Waitress #1,ACTOR,tm113513,Dumb and Dumber
444668,Lisa Stothard,Bus Stop Beauty,ACTOR,tm113513,Dumb and Dumber
718770,Sean Gildea,Sea Bass Friend,ACTOR,tm113513,Dumb and Dumber
6216,Charles Rahi Chun,Flight Attendant,ACTOR,tm113513,Dumb and Dumber
594241,Helen Boll,Swanson Maid,ACTOR,tm113513,Dumb and Dumber
12789,Fred Stoller,Anxious Man at Phone,ACTOR,tm113513,Dumb and Dumber
718768,Hillary Matthews,Waitress #2,ACTOR,tm113513,Dumb and Dumber
718866,Karen Ingram,Nicholas's Girl,ACTOR,tm113513,Dumb and Dumber
427609,Jesse Borja,Martial Artist,ACTOR,tm113513,Dumb and Dumber
424912,Vene L. Arcoraci,Bikini Girl,ACTOR,tm113513,Dumb and Dumber
718787,Anna Anka,Bikini Girl,ACTOR,tm113513,Dumb and Dumber
424499,Samantha Carpel,Bikini Girl,ACTOR,tm113513,Dumb and Dumber
718786,Elaine Wood,Bikini Girl,ACTOR,tm113513,Dumb and Dumber
718785,Bruce Bowns,Barber,ACTOR,tm113513,Dumb and Dumber
718784,Denise Vienne,Concierge,ACTOR,tm113513,Dumb and Dumber
698754,Nancy Farrelly,Diner Gawker,ACTOR,tm113513,Dumb and Dumber
718792,Catalina Izasa,Manicurist,ACTOR,tm113513,Dumb and Dumber
718795,Samatha Pearson,Masseuse,ACTOR,tm113513,Dumb and Dumber
718796,Ken Duvall,Mutt Cutts Boss,ACTOR,tm113513,Dumb and Dumber
718794,Cecile Krevoy,Airport Bystander,ACTOR,tm113513,Dumb and Dumber
718967,George Bedard,Peeing Man,ACTOR,tm113513,Dumb and Dumber
718972,Bill Beauchene,Peeing Man's Friend,ACTOR,tm113513,Dumb and Dumber
718884,Gary Sivertsen,Aspen Police Officer,ACTOR,tm113513,Dumb and Dumber
718887,John Stroehman,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718892,Terry Mullany,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718885,Brad Blank,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718802,Mark Miosky,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718797,Mike Cavallo,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718800,Tom Leasca,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718803,Kevin Sheehan,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
442801,Kenny Griswold,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718817,Brian Mone,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718811,Brad Norton,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718982,Chris Spain,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718983,Paul Pelletier,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718980,Mark Levine,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718979,Billy Smith,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
14957,Mark Charpentier,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
627543,James 'Sporty' Ahern,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718910,Jim Blake,Preservation Partier,ACTOR,tm113513,Dumb and Dumber
718912,Traci Adell,Sexy Woman,ACTOR,tm113513,Dumb and Dumber
719136,Anita Rice,Sweater Friend,ACTOR,tm113513,Dumb and Dumber
718911,Pam Nielson,Sweater Friend,ACTOR,tm113513,Dumb and Dumber
718849,Nancy Barker,Sweater Friend,ACTOR,tm113513,Dumb and Dumber
718848,Brad Lowder,Sweater Friend,ACTOR,tm113513,Dumb and Dumber
718847,Doug Caputo,Sweater Friend,ACTOR,tm113513,Dumb and Dumber
477451,James Horrocks,Sweater Friend,ACTOR,tm113513,Dumb and Dumber
62660,Clemens E. Franek,Wallbanger,ACTOR,tm113513,Dumb and Dumber
718844,Valentina Marie Lomborg,Swedish Bikini Team Member (uncredited),ACTOR,tm113513,Dumb and Dumber
669625,Kirsten Maryott,Bikini Girl (uncredited),ACTOR,tm113513,Dumb and Dumber
719137,Bryan Moss,FBI Agent (uncredited),ACTOR,tm113513,Dumb and Dumber
183494,Irene Santiago,Flight Personnel (uncredited),ACTOR,tm113513,Dumb and Dumber
718935,Craig Patterson,Bellman (uncredited),ACTOR,tm113513,Dumb and Dumber
718870,Josh Shipley,Preservation Partier (uncredited),ACTOR,tm113513,Dumb and Dumber
144745,John Yost,Guy in Restaurant (uncredited),ACTOR,tm113513,Dumb and Dumber
469981,Rick Barker,Waiter #1 (uncredited),ACTOR,tm113513,Dumb and Dumber
491143,Jaclyn Bernstein,Lucy (Pacific Bell Commercial) (uncredited),ACTOR,tm113513,Dumb and Dumber
46121,Don Shanks,Waiter #3 (uncredited),ACTOR,tm113513,Dumb and Dumber
6341,Peter Farrelly,,DIRECTOR,tm113513,Dumb and Dumber
340,Megumi Ogata,Shinji Ikari (voice),ACTOR,ts20983,Neon Genesis Evangelion
92708,Kotono Mitsuishi,Misato Katsuragi (voice),ACTOR,ts20983,Neon Genesis Evangelion
28166,Megumi Hayashibara,Rei Ayanami (voice),ACTOR,ts20983,Neon Genesis Evangelion
83426,Yuko Miyamura,Asuka Langley Soryu (voice),ACTOR,ts20983,Neon Genesis Evangelion
177866,Yuriko Yamaguchi,Dr. Ritsuko Akagi (voice),ACTOR,ts20983,Neon Genesis Evangelion
381,Fumihiko Tachiki,Gendo Ikari (voice),ACTOR,ts20983,Neon Genesis Evangelion
103777,Motomu Kiyokawa,Kozo Fuyutsuki (voice),ACTOR,ts20983,Neon Genesis Evangelion
338,Miki Nagasawa,Maya Ibuki (voice),ACTOR,ts20983,Neon Genesis Evangelion
5389,Uma Thurman,Irene Cassini,ACTOR,tm192405,Gattaca
9303,Ethan Hawke,Vincent Freeman,ACTOR,tm192405,Gattaca
4517,Jude Law,Jerome Eugene Morrow,ACTOR,tm192405,Gattaca
9304,Alan Arkin,Detective Hugo,ACTOR,tm192405,Gattaca
9306,Loren Dean,Adult Anton Freeman,ACTOR,tm192405,Gattaca
9305,Gore Vidal,Director Josef,ACTOR,tm192405,Gattaca
8689,Tony Shalhoub,"""German""",ACTOR,tm192405,Gattaca
1050,Ernest Borgnine,Caesar,ACTOR,tm192405,Gattaca
12527,Blair Underwood,Geneticist,ACTOR,tm192405,Gattaca
5873,Xander Berkeley,Dr. Lamar,ACTOR,tm192405,Gattaca
9308,Jayne Brook,Marie Freeman,ACTOR,tm192405,Gattaca
9307,William Lee Scott,Young Anton Freeman,ACTOR,tm192405,Gattaca
9309,Una Damon,Head Nurse,ACTOR,tm192405,Gattaca
3293,Elias Koteas,Antonio Freeman,ACTOR,tm192405,Gattaca
11691,Maya Rudolph,Delivery Nurse,ACTOR,tm192405,Gattaca
40557,Elizabeth Dennehy,Preschool Teacher,ACTOR,tm192405,Gattaca
22995,Mason Gamble,Vincent Freeman - Boy,ACTOR,tm192405,Gattaca
971263,Vincent Nielson,Anton Freeman - Boy,ACTOR,tm192405,Gattaca
74859,Chad Christ,Vincent Freeman - Teen,ACTOR,tm192405,Gattaca
971360,Clarence Graham,Personnel Officer,ACTOR,tm192405,Gattaca
971358,Carlton Benbry,Gattaca Hoover,ACTOR,tm192405,Gattaca
971359,Grace Sullivan,Sequencing Customer,ACTOR,tm192405,Gattaca
17121,Ken Marino,Sequencing Technician,ACTOR,tm192405,Gattaca
396292,Cynthia Martells,Cavendish,ACTOR,tm192405,Gattaca
173952,Gabrielle Reece,Gattaca Trainer,ACTOR,tm192405,Gattaca
11230,Dean Norris,Cop on the Beat,ACTOR,tm192405,Gattaca
32867,Russell Milton,Gattaca Detective,ACTOR,tm192405,Gattaca
463157,George Marshall Ruge,Beaten Detective,ACTOR,tm192405,Gattaca
971478,Steve Bessen,Blood Test Detective,ACTOR,tm192405,Gattaca
9792,Lindsey Ginter,Mission Commander,ACTOR,tm192405,Gattaca
7265,Greg Sestero,Gattacan Citizen,ACTOR,tm192405,Gattaca
9310,Andrew Niccol,,DIRECTOR,tm192405,Gattaca
13473,Jean Reno,Léon Montana,ACTOR,tm116655,Léon: The Professional
731,Natalie Portman,Mathilda Lando,ACTOR,tm116655,Léon: The Professional
3269,Gary Oldman,Norman Stansfield,ACTOR,tm116655,Léon: The Professional
28073,Danny Aiello,Tony,ACTOR,tm116655,Léon: The Professional
10461,Peter Appel,Malky,ACTOR,tm116655,Léon: The Professional
15360,Michael Badalucco,Mathilda's Father,ACTOR,tm116655,Léon: The Professional
41488,Ellen Greene,Mathilda's Mother,ACTOR,tm116655,Léon: The Professional
54566,Elizabeth Regen,Mathilda's Sister,ACTOR,tm116655,Léon: The Professional
73131,Carl J. Matusovich,Mathilda's Brother,ACTOR,tm116655,Léon: The Professional
464311,Eric Challier,Bodyguard Chief,ACTOR,tm116655,Léon: The Professional
78536,Willi One Blood,1st Stansfield Man,ACTOR,tm116655,Léon: The Professional
40286,Don Creech,2nd Stansfield man,ACTOR,tm116655,Léon: The Professional
78537,Keith A. Glascoe,3rd Stansfield man (Benny),ACTOR,tm116655,Léon: The Professional
77408,Jernard Burks,Stansfield man,ACTOR,tm116655,Léon: The Professional
398128,Matt De Matt,Stansfield man,ACTOR,tm116655,Léon: The Professional
78538,Frank Senger,Fatman,ACTOR,tm116655,Léon: The Professional
27782,Stuart Rudin,Leon's Taxi driver,ACTOR,tm116655,Léon: The Professional
598574,Lucius Wyatt Cherokee,Tonto,ACTOR,tm116655,Léon: The Professional
5024,Maïwenn,Blond Babe,ACTOR,tm116655,Léon: The Professional
479317,Luc Bernard,Mickey,ACTOR,tm116655,Léon: The Professional
86768,Joseph Malerba,Stairway Swat,ACTOR,tm116655,Léon: The Professional
102235,Adam Busch,Manolo,ACTOR,tm116655,Léon: The Professional
54826,Jessie Keosian,Old Lady,ACTOR,tm116655,Léon: The Professional
18897,George Martin,Receptionist,ACTOR,tm116655,Léon: The Professional
598583,Alex Dezen,Ball Kid,ACTOR,tm116655,Léon: The Professional
73887,Michael Mundra,Cigarette Kid,ACTOR,tm116655,Léon: The Professional
33917,Kent Broadhurst,1st Policeman,ACTOR,tm116655,Léon: The Professional
8444,Tommy Hollis,2nd Policeman,ACTOR,tm116655,Léon: The Professional
33636,Peter Linari,1st Security man,ACTOR,tm116655,Léon: The Professional
466651,Betty Miller,Orphanage Headmistress,ACTOR,tm116655,Léon: The Professional
598575,Arsène Jiroyan,Swat Hostage,ACTOR,tm116655,Léon: The Professional
198787,Geoffrey Bateman,Swat Chief,ACTOR,tm116655,Léon: The Professional
1115171,Peter Vizard,Doctor,ACTOR,tm116655,Léon: The Professional
100576,David W. Butler,Important Jogger,ACTOR,tm116655,Léon: The Professional
9704,Robert LaSardo,Client #1,ACTOR,tm116655,Léon: The Professional
460578,Steve Gonnelo,3rd Security Guard,ACTOR,tm116655,Léon: The Professional
469828,William James Stiggers Jr.,Subway Rapper,ACTOR,tm116655,Léon: The Professional
11563,Sonny Zito,DEA Security Guard,ACTOR,tm116655,Léon: The Professional
93058,Randy Pearlstein,Security Guard,ACTOR,tm116655,Léon: The Professional
437579,Jeff McBride,Bodyguard,ACTOR,tm116655,Léon: The Professional
19944,Fred Fischer,Newspaperman,ACTOR,tm116655,Léon: The Professional
1456102,Cary Wong,Chinatown Boss' sidekick,ACTOR,tm116655,Léon: The Professional
15348,Mario Todisco,Tony's Barber,ACTOR,tm116655,Léon: The Professional
18929,Samy Naceri,Swat 1,ACTOR,tm116655,Léon: The Professional
598582,Christophe Gautier,Swat 2,ACTOR,tm116655,Léon: The Professional
598581,Junior Almeida,Swat 3,ACTOR,tm116655,Léon: The Professional
598577,David Gregg,Swat 4,ACTOR,tm116655,Léon: The Professional
215843,Michel Montanary,Swat 5,ACTOR,tm116655,Léon: The Professional
598580,Hervé Husson,Swat 6,ACTOR,tm116655,Léon: The Professional
598585,Didier Legros,Swat 7,ACTOR,tm116655,Léon: The Professional
80468,Marc Andréoni,Swat 8,ACTOR,tm116655,Léon: The Professional
598584,Gilles Kleber,Swat 9,ACTOR,tm116655,Léon: The Professional
15045,Jean-Hugues Anglade,Extra (uncredited),ACTOR,tm116655,Léon: The Professional
1456740,Michael Wehrhahn,"Jimmy, SWAT Team Member (uncredited)",ACTOR,tm116655,Léon: The Professional
977,Luc Besson,,DIRECTOR,tm116655,Léon: The Professional
19704,Lauren Graham,Lorelai Gilmore,ACTOR,ts21567,Gilmore Girls
5259,Alexis Bledel,Rory Gilmore,ACTOR,ts21567,Gilmore Girls
14219,Scott Patterson,Luke Danes,ACTOR,ts21567,Gilmore Girls
4476,Melissa McCarthy,Sookie St. James,ACTOR,ts21567,Gilmore Girls
73463,Keiko Agena,Lane Kim,ACTOR,ts21567,Gilmore Girls
89795,Yanic Truesdale,Michel Gerard,ACTOR,ts21567,Gilmore Girls
4099,Edward Herrmann,Richard Gilmore,ACTOR,ts21567,Gilmore Girls
31155,Kelly Bishop,Emily Gilmore,ACTOR,ts21567,Gilmore Girls
1759,Woody Harrelson,Mickey Knox,ACTOR,tm116488,Natural Born Killers
12429,Juliette Lewis,Mallory Knox,ACTOR,tm116488,Natural Born Killers
1842,Robert Downey Jr.,Wayne Gale,ACTOR,tm116488,Natural Born Killers
3271,Tommy Lee Jones,Warden Dwight McClusky,ACTOR,tm116488,Natural Born Killers
14089,Tom Sizemore,Det. Jack Scagnetti,ACTOR,tm116488,Natural Born Killers
14088,Rodney Dangerfield,Mallory's Dad,ACTOR,tm116488,Natural Born Killers
6783,Edie McClurg,Mallory's Mom,ACTOR,tm116488,Natural Born Killers
4518,Jared Harris,London Boy,ACTOR,tm116488,Natural Born Killers
20983,Russell Means,Old Indian,ACTOR,tm116488,Natural Born Killers
81313,Maria Pitillo,Deborah,ACTOR,tm116488,Natural Born Killers
61921,Sean Stone,Kevin,ACTOR,tm116488,Natural Born Killers
605577,Everett Quinton,Deputy Warden Wurlitzer,ACTOR,tm116488,Natural Born Killers
14090,O-Lan Jones,Mabel,ACTOR,tm116488,Natural Born Killers
7692,Pruitt Taylor Vince,Deputy Warden Kavanaugh,ACTOR,tm116488,Natural Born Killers
14091,Steven Wright,Dr. Emil Reingold,ACTOR,tm116488,Natural Born Killers
15350,Lanny Flaherty,Earl,ACTOR,tm116488,Natural Born Killers
7561,Richard Lineback,Sonny,ACTOR,tm116488,Natural Born Killers
10485,Kirk Baltz,Roger,ACTOR,tm116488,Natural Born Killers
465979,Ed White,Pinball Cowboy,ACTOR,tm116488,Natural Born Killers
439173,Terrylene,Julie,ACTOR,tm116488,Natural Born Killers
14973,Josh Richman,Soundman,ACTOR,tm116488,Natural Born Killers
431888,Melinda Renna,Antonia Chavez,ACTOR,tm116488,Natural Born Killers
18517,Dale Dye,Dale Wrigley,ACTOR,tm116488,Natural Born Killers
91890,Edward Conna,Gerald Nash,ACTOR,tm116488,Natural Born Killers
60652,Evan Handler,David,ACTOR,tm116488,Natural Born Killers
415559,Matthew Faber,Kid #1,ACTOR,tm116488,Natural Born Killers
82669,Jamie Harrold,Kid #2,ACTOR,tm116488,Natural Born Killers
17840,Saemi Nakamura,Japanese Girl #1 / Japanese Reporter,ACTOR,tm116488,Natural Born Killers
21747,Keiko Seiko,Japanese Girl #2,ACTOR,tm116488,Natural Born Killers
66379,Salvator Xuereb,French Boy #1,ACTOR,tm116488,Natural Born Killers
127552,Natalie Karp,French Girl,ACTOR,tm116488,Natural Born Killers
80329,Emmanuel Xuereb,French Boy #2,ACTOR,tm116488,Natural Born Killers
27531,Balthazar Getty,Gas Station Attendant,ACTOR,tm116488,Natural Born Killers
465980,Phil Neilson,Mickey's Dad,ACTOR,tm116488,Natural Born Killers
21801,Red West,Cowboy Sheriff,ACTOR,tm116488,Natural Born Killers
277969,Jeremiah Bitsui,Young Indian Boy,ACTOR,tm116488,Natural Born Killers
183670,Lorraine Farris,Pinky,ACTOR,tm116488,Natural Born Killers
58524,Glen Chin,Druggist,ACTOR,tm116488,Natural Born Killers
37019,Peter Crombie,Intense Cop,ACTOR,tm116488,Natural Born Killers
454514,John M. Watson Sr.,Black Inmate,ACTOR,tm116488,Natural Born Killers
9149,Joe Grifasi,Deputy Sheriff Duncan Homolka,ACTOR,tm116488,Natural Born Killers
171837,Douglas Crosby,Mallory's Guard #1,ACTOR,tm116488,Natural Born Killers
2944,Carl Ciarfalio,Mallory's Guard #2,ACTOR,tm116488,Natural Born Killers
32782,Marshall Bell,Deputy #1,ACTOR,tm116488,Natural Born Killers
366397,Jim Carrane,Smithy,ACTOR,tm116488,Natural Born Killers
593679,Robert Swan,Deputy Napalatoni,ACTOR,tm116488,Natural Born Killers
595321,Louis Lombardi,Deputy Sparky,ACTOR,tm116488,Natural Born Killers
80917,Paul Dillon,Prison Inmate who breaks TV,ACTOR,tm116488,Natural Born Killers
10782,David Pasquesi,Cameraman,ACTOR,tm116488,Natural Born Killers
21431,James Gammon,Redneck's Buddy in Diner,ACTOR,tm116488,Natural Born Killers
17675,Arliss Howard,Owen Traft,ACTOR,tm116488,Natural Born Killers
18310,Mark Harmon,Mickey Knox in TV,ACTOR,tm116488,Natural Born Killers
28010,Cory Everson,Mallory Knox in TV,ACTOR,tm116488,Natural Born Killers
4612,Adrien Brody,Wayne Gale's Cameraman,ACTOR,tm116488,Natural Born Killers
13763,Oliver Stone,,DIRECTOR,tm116488,Natural Born Killers
10440,Sharon Stone,Ellen 'The Lady',ACTOR,tm11556,The Quick and the Dead
15098,Gene Hackman,John Herod,ACTOR,tm11556,The Quick and the Dead
1574,Russell Crowe,Cort,ACTOR,tm11556,The Quick and the Dead
1641,Leonardo DiCaprio,Fee Herod 'The Kid',ACTOR,tm11556,The Quick and the Dead
9265,Tobin Bell,Dog Kelly,ACTOR,tm11556,The Quick and the Dead
12079,Roberts Blossom,Doc Wallace,ACTOR,tm11556,The Quick and the Dead
32102,Kevin Conway,Eugene Dred,ACTOR,tm11556,The Quick and the Dead
5198,Keith David,Sgt. Clay Cantrell,ACTOR,tm11556,The Quick and the Dead
9719,Lance Henriksen,Ace Hanlon,ACTOR,tm11556,The Quick and the Dead
19272,Pat Hingle,Horace,ACTOR,tm11556,The Quick and the Dead
3186,Gary Sinise,Marshall,ACTOR,tm11556,The Quick and the Dead
8130,Mark Boone Junior,Scars,ACTOR,tm11556,The Quick and the Dead
37668,Olivia Burnette,Katie,ACTOR,tm11556,The Quick and the Dead
589115,Fay Masterson,Mattie Silk,ACTOR,tm11556,The Quick and the Dead
26062,Raynor Scheine,Ratsy,ACTOR,tm11556,The Quick and the Dead
36499,Woody Strode,Charlie Moonlight,ACTOR,tm11556,The Quick and the Dead
10830,Scott Spiegel,Gold Teeth Man,ACTOR,tm11556,The Quick and the Dead
471212,Jonothon Gill,Spotted Horse,ACTOR,tm11556,The Quick and the Dead
6457,Sven-Ole Thorsen,Gutzon,ACTOR,tm11556,The Quick and the Dead
14613,Lennie Loftin,Foy,ACTOR,tm11556,The Quick and the Dead
619707,Stacy Linn Ramsower,Young Ellen (as Stacey Ramsower),ACTOR,tm11556,The Quick and the Dead
81791,Jerry Swindall,Blind Boy,ACTOR,tm11556,The Quick and the Dead
635140,Matthew Gold,Foy's Boy,ACTOR,tm11556,The Quick and the Dead
1586177,Arturo Gastelum,Carlos Montoya,ACTOR,tm11556,The Quick and the Dead
1585493,David Cornell,Simp Dixon,ACTOR,tm11556,The Quick and the Dead
2144425,Josef Rainer,Virgil Sparks,ACTOR,tm11556,The Quick and the Dead
1569762,Tony Lee Boggs,Zeb,ACTOR,tm11556,The Quick and the Dead
493126,Scott Ryder,Gunfighter,ACTOR,tm11556,The Quick and the Dead
10853,Timothy Patrick Quill,Man in Bar,ACTOR,tm11556,The Quick and the Dead
1585584,Solomon Abrams,Man on Veranda,ACTOR,tm11556,The Quick and the Dead
1585781,Butch Molina,Saloon Patron,ACTOR,tm11556,The Quick and the Dead
1585741,Oliver Dear,Young Herod's Man,ACTOR,tm11556,The Quick and the Dead
31752,Mick Garris,Young Herod's Man,ACTOR,tm11556,The Quick and the Dead
64371,Greg Goossen,Young Herod's Man,ACTOR,tm11556,The Quick and the Dead
26828,John Cameron,Bordello Swell,ACTOR,tm11556,The Quick and the Dead
196680,Ruben Angelo,Teenager (uncredited),ACTOR,tm11556,The Quick and the Dead
647242,James Cotner,Townsman (uncredited),ACTOR,tm11556,The Quick and the Dead
6591,Sam Raimi,,DIRECTOR,tm11556,The Quick and the Dead
2718,Tom Hanks,Joe Fox,ACTOR,tm56574,You've Got Mail
20759,Meg Ryan,Kathleen Kelly,ACTOR,tm56574,You've Got Mail
14049,Greg Kinnear,Frank Navasky,ACTOR,tm56574,You've Got Mail
9058,Parker Posey,Patricia Eden,ACTOR,tm56574,You've Got Mail
2281,Steve Zahn,George Pappas,ACTOR,tm56574,You've Got Mail
14896,Dave Chappelle,Kevin Jackson,ACTOR,tm56574,You've Got Mail
27941,Dabney Coleman,Nelson Fox,ACTOR,tm56574,You've Got Mail
20984,Jean Stapleton,Birdie Conrad,ACTOR,tm56574,You've Got Mail
13014,Heather Burns,Christina Plutzker,ACTOR,tm56574,You've Got Mail
12803,John Randolph,Schulyer Fox,ACTOR,tm56574,You've Got Mail
82206,Hallee Hirsh,Annabelle Fox,ACTOR,tm56574,You've Got Mail
285691,Jeffrey Scaperrotta,Matt Fox,ACTOR,tm56574,You've Got Mail
12566,Cara Seymour,Gillian Quinn,ACTOR,tm56574,You've Got Mail
25822,Katie Finneran,"Maureen, the Nanny",ACTOR,tm56574,You've Got Mail
15360,Michael Badalucco,Charlie,ACTOR,tm56574,You've Got Mail
11773,Deborah Rush,Veronica Cash,ACTOR,tm56574,You've Got Mail
16017,Veanne Cox,Miranda Margulies,ACTOR,tm56574,You've Got Mail
35238,Bruce Jay Friedman,Vince Mancini,ACTOR,tm56574,You've Got Mail
85457,Sara Ramirez,"Rose, Zabars Cashier",ACTOR,tm56574,You've Got Mail
78299,Howard Spiegel,"Henry, Zabars Shopper",ACTOR,tm56574,You've Got Mail
416910,Diane Sokolow,Zabars Shopper,ACTOR,tm56574,You've Got Mail
1542290,Julie Kass,Zabars Shopper,ACTOR,tm56574,You've Got Mail
19524,Reiko Aylesworth,Thanksgiving Guest,ACTOR,tm56574,You've Got Mail
82205,Katie Sagona,Young Kathleen Kelly,ACTOR,tm56574,You've Got Mail
52414,Kathryn Meisle,Cecilia Kelly,ACTOR,tm56574,You've Got Mail
